Compound ID,smiles,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,ESOL predicted log solubility in mols per litre,LogP,AromaticProportion,FluorineAtoms,ChlorineAtoms,BromineAtoms,IodineAtoms,TotalHalogenAtoms
Cyhalothrin,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,1,449.856,0,3,6,59.32,-8.176,-6.905,6.543980000000005,0.3870967741935484,3.0,1.0,0.0,0.0,4.0
Apazone,CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,1,300.362,0,3,2,56.22,-3.538,-2.9,2.0642199999999997,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
Diazepam,CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,1,284.746,0,3,1,32.67,-3.754,-4.05,3.153800000000002,0.6,0.0,1.0,0.0,0.0,1.0
2-Methyl-3-pentanol,CCC(O)C(C)C,1,102.177,1,0,2,20.23,-0.7,-1.308,1.4133,0.0,0.0,0.0,0.0,0.0,0.0
fensulfothion,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,1,308.361,0,1,7,44.76,-2.3,-3.283,3.1003000000000016,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
borneol,CC1(C)C2CCC1(C)C(O)C2,1,154.253,1,2,0,20.23,-2.32,-2.423,2.1935000000000002,0.0,0.0,0.0,0.0,0.0,0.0
Testosterone,CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,1,288.431,1,4,0,37.3,-4.02,-3.659,3.879200000000003,0.0,0.0,0.0,0.0,0.0,0.0
Heptane,CCCCCCC,1,100.205,0,0,4,0.0,-4.53,-2.97,2.976700000000002,0.0,0.0,0.0,0.0,0.0,0.0
1-Napthol,Oc1cccc2ccccc12,1,144.173,1,2,0,20.23,-2.22,-3.08,2.5454000000000008,0.9090909090909091,0.0,0.0,0.0,0.0,0.0
"cis-1,2-Dimethylcyclohexane",C/C1CCCCC1\C,1,112.216,0,1,0,0.0,-4.3,-3.305,2.832600000000001,0.0,0.0,0.0,0.0,0.0,0.0
Trimazosin,COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,1,435.481,2,3,6,132.5,-3.638,-3.958,1.2672999999999996,0.3225806451612903,0.0,0.0,0.0,0.0,0.0
Cholanthrene,C1Cc2c3c1cccc3cc4c2ccc5ccccc54,2,254.332,0,5,0,0.0,-7.85,-5.942,5.244800000000004,0.9,0.0,0.0,0.0,0.0,0.0
Medrogestone,CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,1,340.507,0,4,1,34.14,-5.27,-4.593,5.279700000000005,0.0,0.0,0.0,0.0,0.0,0.0
2-Heptanone,CCCCCC(=O)C,1,114.188,0,0,4,17.07,-1.45,-1.554,2.1557000000000004,0.0,0.0,0.0,0.0,0.0,0.0
Acephate,COP(=O)(NC(C)=O)SC ,1,183.169,1,0,3,55.4,0.54,-0.416,1.24,0.0,0.0,0.0,0.0,0.0,0.0
DEF,CCCCSP(=O)(SCCCC)SCCCC,1,314.522,0,0,12,17.07,-5.14,-4.074,6.694400000000005,0.0,0.0,0.0,0.0,0.0,0.0
phthalamide,c1cC2C(=O)NC(=O)C2cc1,1,149.149,1,2,0,46.17,-2.932,-0.636,0.0011999999999999234,0.0,0.0,0.0,0.0,0.0,0.0
Trichlomethiazide,NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,1,380.662,3,2,2,118.36,-2.68,-2.98,0.8210000000000011,0.3,0.0,3.0,0.0,0.0,3.0
2-Methy-2-Butene,CC=C(C)C,1,70.135,0,0,0,0.0,-2.56,-1.994,1.9725,0.0,0.0,0.0,0.0,0.0,0.0
"1,2,4-Trimethylbenzene",Cc1ccc(C)c(C)c1,1,120.195,0,1,0,0.0,-3.31,-3.343,2.611860000000001,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
"2,4,5-Trichlorophenol ",Oc1cc(Cl)c(Cl)cc1Cl,1,197.448,1,1,0,20.23,-2.21,-3.78,3.3524000000000003,0.6,0.0,3.0,0.0,0.0,3.0
phenanthridine,c1ccc2c(c1)cnc3ccccc23 ,2,179.222,0,3,0,12.89,-2.78,-3.713,3.388000000000001,1.0,0.0,0.0,0.0,0.0,0.0
3-Methyl-3-hexanol,CCCC(C)(O)CC,1,116.204,1,0,3,20.23,-0.98,-1.663,1.9475,0.0,0.0,0.0,0.0,0.0,0.0
Octane,CCCCCCCC,1,114.232,0,0,5,0.0,-5.24,-3.324,3.3668000000000022,0.0,0.0,0.0,0.0,0.0,0.0
Anthracene,c1ccc2cc3ccccc3cc2c1,2,178.234,0,3,0,0.0,-6.35,-4.518,3.993000000000002,1.0,0.0,0.0,0.0,0.0,0.0
Phenylhydrazine,NNc1ccccc1,1,108.144,2,1,1,38.05,0.07,-1.866,0.9722000000000002,0.75,0.0,0.0,0.0,0.0,0.0
Propionaldehyde,CCC=O,1,58.08,0,0,1,17.07,0.58,-0.394,0.5952999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Cyclooctane,C1CCCCCCC1,2,112.216,0,1,0,0.0,-4.15,-3.355,3.120800000000002,0.0,0.0,0.0,0.0,0.0,0.0
"5,5-Diallylbarbital",O=C1NC(=O)NC(=O)C1(CC=C)CC=C,1,208.217,2,1,4,75.27,-2.077,-1.471,0.49099999999999966,0.0,0.0,0.0,0.0,0.0,0.0
Trichloromethane,ClC(Cl)Cl,1,119.378,0,0,0,0.0,-1.17,-1.812,1.9864,0.0,0.0,3.0,0.0,0.0,3.0
thiouracil,Sc1nccc(=O)[nH]1 ,1,128.156,2,1,0,45.75,-2.273,-0.992,0.05860000000000004,0.75,0.0,0.0,0.0,0.0,0.0
Pencycuron,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,1,328.843,1,3,4,32.34,-5.915,-5.126,5.316700000000004,0.5217391304347826,0.0,1.0,0.0,0.0,1.0
1-Methylcyclohexene ,CC1=CCCCC1,1,96.173,0,1,0,0.0,-3.27,-2.574,2.5067000000000004,0.0,0.0,0.0,0.0,0.0,0.0
2-Ethylhexanal,CCCCC(CC)C=O,1,128.215,0,0,5,17.07,-2.13,-2.232,2.401700000000001,0.0,0.0,0.0,0.0,0.0,0.0
Khellin,COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,1,260.245,0,3,2,61.81,-3.021,-3.603,2.8648200000000017,0.6842105263157895,0.0,0.0,0.0,0.0,0.0
5-Ethyl-5-(3-methylbutyl)barbital,O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,1,226.276,2,1,4,75.27,-2.658,-2.312,1.1849999999999992,0.0,0.0,0.0,0.0,0.0,0.0
Benzo(j)fluoranthene,c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,2,252.316,0,5,0,0.0,-8.0,-6.007,5.640400000000003,1.0,0.0,0.0,0.0,0.0,0.0
2-Ethylbutanal,CCC(CC)C=O,1,100.161,0,0,3,17.07,-1.52,-1.523,1.6215,0.0,0.0,0.0,0.0,0.0,0.0
Dipropyl ether,CCCOCCC,1,102.177,0,0,4,9.23,-1.62,-1.426,1.823,0.0,0.0,0.0,0.0,0.0,0.0
1-Tetradecanol,CCCCCCCCCCCCCCO,1,214.393,1,0,12,20.23,-5.84,-4.231,4.679800000000005,0.0,0.0,0.0,0.0,0.0,0.0
"2,3,6-Trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,1,197.448,1,1,0,20.23,-2.64,-3.572,3.3523999999999994,0.6,0.0,3.0,0.0,0.0,3.0
Urea,NC(=O)N,1,60.056,2,0,0,69.11,0.96,0.832,-0.9762,0.0,0.0,0.0,0.0,0.0,0.0
1-Pentyne,CCCC#C,1,68.119,0,0,1,0.0,-1.64,-1.446,1.4197,0.0,0.0,0.0,0.0,0.0,0.0
"1,3-Dibromobenzene",Brc1cccc(Br)c1,1,235.906,0,1,0,0.0,-3.54,-4.298,3.2116000000000007,0.75,0.0,0.0,2.0,0.0,2.0
1-Octadecanol,CCCCCCCCCCCCCCCCCCO,1,270.501,1,0,16,20.23,-8.4,-5.649,6.240200000000008,0.0,0.0,0.0,0.0,0.0,0.0
Acetanilide,CC(=O)Nc1ccccc1,1,135.166,1,1,1,29.1,-1.33,-1.857,1.6449999999999998,0.6,0.0,0.0,0.0,0.0,0.0
hematein,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,1,300.266,4,4,0,107.22,-2.7,-1.795,1.3295999999999997,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
Isonazid,c1nccc(C(=O)NN)c1,1,137.142,2,1,1,68.01,0.009,-0.717,-0.3149000000000001,0.6,0.0,0.0,0.0,0.0,0.0
hydroxychlordene,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,1,354.875,1,3,0,20.23,-5.46,-4.156,3.995,0.0,0.0,6.0,0.0,0.0,6.0
Isopentyl formate,CC(C)CCOC=O,1,116.16,0,0,4,26.3,-1.52,-1.449,1.2055,0.0,0.0,0.0,0.0,0.0,0.0
Acetophenone,CC(=O)c1ccccc1,1,120.151,0,1,1,17.07,-1.28,-2.078,1.8892,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
biquinoline,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,2,256.308,0,4,1,25.78,-5.4,-4.903,4.450000000000003,1.0,0.0,0.0,0.0,0.0,0.0
Triethyl phosphate,CCOP(=O)(OCC)OCC,1,182.156,0,0,6,44.76,0.43,-0.953,2.2039999999999997,0.0,0.0,0.0,0.0,0.0,0.0
D-fenchone,CC2(C)C1CCC(C)(C1)C2=O,1,152.237,0,2,0,17.07,-1.85,-2.158,2.401700000000001,0.0,0.0,0.0,0.0,0.0,0.0
7-methoxypteridine,COc2cnc1cncnc1n2,1,162.152,0,2,1,60.79,-0.91,-1.589,0.42839999999999984,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
Chlordene,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,1,338.876,0,3,0,0.0,-5.64,-5.152,5.024200000000001,0.0,0.0,6.0,0.0,0.0,6.0
2-Nitropropane,CC(C)N(=O)=O,1,89.094,0,0,1,43.14,-0.62,-0.743,0.6715,0.0,0.0,0.0,0.0,0.0,0.0
Carbazole,c1ccc2c(c1)[nH]c3ccccc32,2,167.211,1,3,0,15.79,-5.27,-3.836,3.3211000000000013,1.0,0.0,0.0,0.0,0.0,0.0
Erythritol,OCC(O)C(O)CO,1,122.12,4,0,3,80.92,0.7,0.675,-2.3071999999999995,0.0,0.0,0.0,0.0,0.0,0.0
Risocaine,CCCOC(=O)c1ccc(N)cc1,1,179.219,1,1,3,52.32,-2.452,-2.709,1.8356,0.46153846153846156,0.0,0.0,0.0,0.0,0.0
Azodrin,CNC(=O)C=C(C)OP(=O)(OC)OC,1,223.165,1,0,5,73.86,0.651,-0.949,1.0536999999999999,0.0,0.0,0.0,0.0,0.0,0.0
Succinimide,O=C1CCC(=O)N1,1,99.089,1,1,0,46.17,0.3,0.282,-0.577,0.0,0.0,0.0,0.0,0.0,0.0
"2,3-Dimethylpentane",CCC(C)C(C)C,1,100.205,0,0,2,0.0,-4.28,-2.938,2.6885000000000012,0.0,0.0,0.0,0.0,0.0,0.0
bupirimate,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,1,316.427,1,1,8,84.42,-4.16,-3.493,1.74462,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
RTI 16,CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,1,270.361,0,3,1,32.26,-4.634,-3.411,2.759900000000001,0.631578947368421,0.0,0.0,0.0,0.0,0.0
RTI 9,O2c1ccccc1N(CC)C(=O)c3ccccc23 ,1,239.274,0,3,1,29.54,-3.68,-3.784,3.4590000000000023,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
Tetrahydropyran ,C1CCOCC1,2,86.134,0,1,0,9.23,-0.03,-0.978,1.1869,0.0,0.0,0.0,0.0,0.0,0.0
1-Heptyne,CCCCCC#C,1,96.173,0,0,3,0.0,-3.01,-2.155,2.1999000000000004,0.0,0.0,0.0,0.0,0.0,0.0
osthole,c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,1,244.29,0,2,3,39.44,-4.314,-4.076,3.3103000000000025,0.5555555555555556,0.0,0.0,0.0,0.0,0.0
3-Methylcholanthrene,c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,1,268.359,0,5,0,0.0,-7.92,-6.311,5.553220000000004,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
Ethyl benzoate ,CCOC(=O)c1ccccc1,1,150.177,0,1,2,26.3,-2.32,-2.775,1.8633,0.5454545454545454,0.0,0.0,0.0,0.0,0.0
1-Chloro-2-methylpropane,ClCC(C)C,1,92.569,0,0,1,0.0,-2.0,-1.924,1.8812,0.0,0.0,1.0,0.0,0.0,1.0
Ethinyl estradiol,CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,1,296.41,2,4,0,40.46,-4.3,-4.317,3.6126000000000023,0.2727272727272727,0.0,0.0,0.0,0.0,0.0
methyl laurate,CCCCCCCCCCCC(=O)OC,1,214.349,0,0,10,26.3,-4.69,-4.025,4.080300000000003,0.0,0.0,0.0,0.0,0.0,0.0
Di-n-propylsulfide,CCCSCCC,1,118.245,0,0,4,0.0,-2.58,-2.307,2.539600000000001,0.0,0.0,0.0,0.0,0.0,0.0
Napthacene,c1ccc2cc3cc4ccccc4cc3cc2c1,2,228.294,0,4,0,0.0,-8.6,-5.568,5.146200000000003,1.0,0.0,0.0,0.0,0.0,0.0
1-Bromopentane,CCCCCBr,1,151.047,0,0,3,0.0,-3.08,-2.658,2.5715000000000012,0.0,0.0,0.0,1.0,0.0,1.0
trans-2-Heptene ,CCCC/C=C/C,1,98.189,0,0,3,0.0,-3.82,-2.784,2.752700000000001,0.0,0.0,0.0,0.0,0.0,0.0
Metranidazole,Cc1ncc(N(=O)=O)n1CCO ,1,171.156,1,1,3,81.19,-1.26,-0.859,0.09201999999999994,0.4166666666666667,0.0,0.0,0.0,0.0,0.0
Pentylcyclopentane,CCCCCC1CCCC1,1,140.27,0,1,4,0.0,-6.08,-3.869,3.7569000000000026,0.0,0.0,0.0,0.0,0.0,0.0
"2,2',3,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,1,360.882,0,2,1,0.0,-7.42,-7.261,7.274000000000001,0.6666666666666666,0.0,6.0,0.0,0.0,6.0
5-Ethyl-5-isopropylbarbituric acid,O=C1NC(=O)NC(=O)C1(CC)C(C)C,1,198.222,2,1,2,75.27,-2.148,-1.603,0.4047999999999994,0.0,0.0,0.0,0.0,0.0,0.0
"1,1,1-Trichloroethane",CC(Cl)(Cl)Cl,1,133.405,0,0,0,0.0,-2.0,-2.232,2.376500000000001,0.0,0.0,3.0,0.0,0.0,3.0
Monolinuron,CON(C)C(=O)Nc1ccc(Cl)cc1,1,214.652,1,1,2,41.57,-2.57,-2.948,2.365100000000001,0.42857142857142855,0.0,1.0,0.0,0.0,1.0
Cyclohexyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCC1)C(=O)N2,1,196.206,2,2,0,75.27,-3.06,-1.405,0.3029,0.0,0.0,0.0,0.0,0.0,0.0
dimetan,CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,1,211.261,0,1,1,46.61,-0.85,-2.304,1.9576,0.0,0.0,0.0,0.0,0.0,0.0
4-Bromotoluene,Cc1ccc(Br)cc1,1,171.037,0,1,0,0.0,-3.19,-3.667,2.7575200000000013,0.75,0.0,0.0,1.0,0.0,1.0
Diethyl ether ,CCOCC,1,74.123,0,0,2,9.23,-0.09,-0.718,1.0428000000000002,0.0,0.0,0.0,0.0,0.0,0.0
Rovral,CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,1,330.171,1,2,2,69.72,-4.376,-4.004,2.880000000000001,0.2857142857142857,0.0,2.0,0.0,0.0,2.0
Benfluralin,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,1,335.282,0,1,7,89.52,-5.53,-5.205,4.148200000000004,0.2608695652173913,3.0,0.0,0.0,0.0,3.0
"2,4,6-Trimethylphenol",Cc1cc(C)c(O)c(C)c1,1,136.194,1,1,0,20.23,-2.05,-2.941,2.3174600000000005,0.6,0.0,0.0,0.0,0.0,0.0
Benzene ,c1ccccc1,2,78.114,0,1,0,0.0,-1.64,-2.418,1.6866,1.0,0.0,0.0,0.0,0.0,0.0
p-Chloroiodobenzene,Clc1ccc(I)cc1,1,238.455,0,1,0,0.0,-4.03,-4.384,2.944600000000001,0.75,0.0,1.0,0.0,1.0,2.0
Metoxuron,COc1ccc(NC(=O)N(C)C)cc1Cl,1,228.679,1,1,2,41.57,-2.564,-2.683,2.4421,0.4,0.0,1.0,0.0,0.0,1.0
propachlor,CC(C)N(C(=O)CCl)c1ccccc1 ,1,211.692,0,1,3,20.31,-2.48,-3.018,2.666800000000001,0.42857142857142855,0.0,1.0,0.0,0.0,1.0
Styrene,C=Cc1ccccc1,1,104.152,0,1,1,0.0,-2.82,-2.85,2.3296,0.75,0.0,0.0,0.0,0.0,0.0
Dimethoxymethane,COCOC,1,76.095,0,0,2,18.46,0.48,0.092,0.23670000000000002,0.0,0.0,0.0,0.0,0.0,0.0
o-Xylene ,Cc1ccccc1C,1,106.168,0,1,0,0.0,-2.8,-3.004,2.30344,0.75,0.0,0.0,0.0,0.0,0.0
Butan-2-ol,CCC(C)O,1,74.123,1,0,1,20.23,0.47,-0.616,0.7771999999999999,0.0,0.0,0.0,0.0,0.0,0.0
"1,4-Benzenediol",Oc1ccc(O)cc1,1,110.112,2,1,0,40.46,-0.17,-1.59,1.0977999999999999,0.75,0.0,0.0,0.0,0.0,0.0
estriol,CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,1,288.387,3,4,0,60.69,-4.955,-3.858,2.5800000000000005,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
Benzo(b)fluorene,C1c2ccccc2c3cc4ccccc4cc13,2,216.283,0,4,0,0.0,-8.04,-5.189,4.411000000000002,0.9411764705882353,0.0,0.0,0.0,0.0,0.0
hydantoin,O=C1CNC(=O)N1 ,1,100.077,2,1,0,58.2,-0.4,0.603,-1.1742,0.0,0.0,0.0,0.0,0.0,0.0
4-hexylresorcinol,c1(O)cc(O)ccc1CCCCCC,1,194.274,2,1,5,40.46,-2.59,-3.493,3.220600000000001,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
allicin,C=CCS(=O)SCC=C,1,162.279,0,0,5,17.07,-0.83,-2.045,1.7553,0.0,0.0,0.0,0.0,0.0,0.0
Coumaphos,CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,1,362.771,0,2,6,57.9,-5.382,-5.04,4.4311200000000035,0.45454545454545453,0.0,1.0,0.0,0.0,1.0
"5,6-Dimethylchrysene",Cc1c(C)c2c3ccccc3ccc2c4ccccc14,1,256.348,0,4,0,0.0,-7.01,-6.265,5.763040000000004,0.9,0.0,0.0,0.0,0.0,0.0
Betamethasone-17-valerate,CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,1,476.585,2,4,6,100.9,-4.71,-5.062,3.636800000000003,0.0,1.0,0.0,0.0,0.0,1.0
uric acid,O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,1,168.112,4,2,0,114.37,-3.93,-0.541,-1.7672000000000003,0.75,0.0,0.0,0.0,0.0,0.0
"2,3,4,6-Tetrachlorophenol",Oc1c(Cl)cc(Cl)c(Cl)c1Cl,1,231.893,1,1,0,20.23,-3.1,-4.203,4.005799999999999,0.5454545454545454,0.0,4.0,0.0,0.0,4.0
"1,3-Dichlorobenzene",Clc1cccc(Cl)c1,1,147.004,0,1,0,0.0,-3.04,-3.558,2.993400000000001,0.75,0.0,2.0,0.0,0.0,2.0
DDT,Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,1,354.491,0,2,2,0.0,-7.15,-6.638,6.495500000000002,0.631578947368421,0.0,5.0,0.0,0.0,5.0
Isobutyl formate,CC(C)COC=O,1,102.133,0,0,3,26.3,-1.01,-1.095,0.8154,0.0,0.0,0.0,0.0,0.0,0.0
thioanisole,c1ccccc1SC,1,124.208,0,1,1,0.0,-2.39,-2.87,2.408500000000001,0.75,0.0,0.0,0.0,0.0,0.0
RTI 13,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,1,322.29,1,3,1,58.12,-4.207,-4.45,3.5275200000000018,0.5217391304347826,3.0,0.0,0.0,0.0,3.0
Hexane ,CCCCCC,1,86.178,0,0,3,0.0,-3.84,-2.615,2.5866000000000007,0.0,0.0,0.0,0.0,0.0,0.0
methyl nicotinate,COC(=O)c1cccnc1 ,1,137.138,0,1,1,39.19,-0.46,-1.621,0.8681999999999999,0.6,0.0,0.0,0.0,0.0,0.0
Bendroflumethiazide,NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,1,421.422,3,3,3,118.36,-3.59,-3.741,1.6254,0.4444444444444444,3.0,0.0,0.0,0.0,3.0
"2,3,3',4,4',5-PCB",Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,1,360.882,0,2,1,0.0,-7.82,-7.425,7.274,0.6666666666666666,0.0,6.0,0.0,0.0,6.0
Vinclozolin,CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,1,286.114,0,2,2,46.61,-4.925,-4.377,3.4213000000000022,0.3333333333333333,0.0,2.0,0.0,0.0,2.0
Cyanazine,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,1,240.698,2,1,4,86.52,-3.15,-2.49,1.6708799999999997,0.375,0.0,1.0,0.0,0.0,1.0
Triphenylene,c1ccc2c(c1)c3ccccc3c4ccccc24,2,228.294,0,4,0,0.0,-6.726,-5.568,5.146200000000003,1.0,0.0,0.0,0.0,0.0,0.0
Dienestrol,CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,1,266.34,2,2,3,40.46,-4.95,-4.775,4.604600000000004,0.6,0.0,0.0,0.0,0.0,0.0
Di(2-ethylhexyl)-phthalate,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1,390.564,0,1,14,52.6,-6.96,-7.117,6.433000000000007,0.21428571428571427,0.0,0.0,0.0,0.0,0.0
2-Ethyl pyridine,CCc1ccccn1,1,107.156,0,1,1,12.89,0.51,-2.051,1.644,0.75,0.0,0.0,0.0,0.0,0.0
Naled,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,1,380.784,0,0,5,44.76,-2.28,-3.548,3.651200000000001,0.0,0.0,2.0,2.0,0.0,4.0
Biphenyl,c1ccc(cc1)c2ccccc2,2,154.212,0,2,1,0.0,-4.345,-4.079,3.353600000000002,1.0,0.0,0.0,0.0,0.0,0.0
"2,2',4,4',6,6'-PCB",Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,1,360.882,0,2,1,0.0,-8.71,-7.179,7.274000000000001,0.6666666666666666,0.0,6.0,0.0,0.0,6.0
Altretamine,CN(C)c1nc(nc(n1)N(C)C)N(C)C,1,210.285,0,1,3,48.39,-3.364,-2.492,0.0696000000000001,0.4,0.0,0.0,0.0,0.0,0.0
"2,4-Dimethyl-2-pentanol ",CC(C)CC(C)(C)O,1,116.204,1,0,2,20.23,-0.92,-1.647,1.8034,0.0,0.0,0.0,0.0,0.0,0.0
Cycloheptyl-5-spirobarbituric acid,O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,1,210.233,2,2,0,75.27,-3.168,-1.844,0.6929999999999998,0.0,0.0,0.0,0.0,0.0,0.0
Fructose,OCC1OC(O)(CO)C(O)C1O,1,180.156,5,1,2,110.38,0.64,0.471,-3.2197999999999998,0.0,0.0,0.0,0.0,0.0,0.0
"3,5-Dimethylphenol",Cc1cc(C)cc(O)c1,1,122.167,1,1,0,20.23,-1.4,-2.652,2.0090399999999997,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
Barban,ClCC#CCOC(=O)Nc1cccc(Cl)c1,1,258.104,1,1,2,38.33,-4.37,-4.16,3.130700000000001,0.375,0.0,2.0,0.0,0.0,2.0
p-Chloroacetanilide,CC(=O)Nc1ccc(Cl)cc1,1,169.611,1,1,1,29.1,-2.843,-2.642,2.2984,0.5454545454545454,0.0,1.0,0.0,0.0,1.0
"2,2',3,4,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,1,395.327,0,2,1,0.0,-8.94,-7.898,7.9274000000000004,0.631578947368421,0.0,7.0,0.0,0.0,7.0
"2,2-Dimethylbutane",CCC(C)(C)C,1,86.178,0,0,0,0.0,-3.55,-2.584,2.442500000000001,0.0,0.0,0.0,0.0,0.0,0.0
N-Methylaniline ,CNc1ccccc1,1,107.156,1,1,1,12.03,-1.28,-2.097,1.7283,0.75,0.0,0.0,0.0,0.0,0.0
"1,4-Pentadiene ",C=CCC=C,1,68.119,0,0,2,0.0,-2.09,-1.758,1.7485,0.0,0.0,0.0,0.0,0.0,0.0
Hydrocortisone 21-acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,1,404.503,2,4,3,100.9,-4.88,-3.692,2.3524000000000003,0.0,0.0,0.0,0.0,0.0,0.0
DNOC,Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,1,198.134,1,1,2,106.51,-1.456,-2.818,1.5170200000000003,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
Lorazepam,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,1,321.163,2,3,1,61.69,-3.604,-3.75,3.101300000000001,0.5714285714285714,0.0,2.0,0.0,0.0,2.0
3-Chlorophenol,Oc1cccc(Cl)c1,1,128.558,1,1,0,20.23,-0.7,-2.761,2.0456,0.75,0.0,1.0,0.0,0.0,1.0
m-Chlorobromobenzene,Clc1cccc(Br)c1,1,191.455,0,1,0,0.0,-3.21,-3.928,3.102500000000001,0.75,0.0,1.0,1.0,0.0,2.0
chlorothiazide,NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,1,295.729,2,2,1,118.69,-3.05,-1.752,-0.06089999999999923,0.35294117647058826,0.0,1.0,0.0,0.0,1.0
5-Methyl-5-ethylbarbituric acid,O=C1NC(=O)NC(=O)C1(C)CC,1,170.168,2,1,1,75.27,-1.228,-0.911,-0.2313000000000005,0.0,0.0,0.0,0.0,0.0,0.0
2-Phenoxyethanol,OCCOc1ccccc1,1,138.166,1,1,3,29.46,-0.7,-1.761,1.0576999999999999,0.6,0.0,0.0,0.0,0.0,0.0
Diphenylmethane,C(c1ccccc1)c2ccccc2,2,168.239,0,2,2,0.0,-4.08,-4.09,3.277400000000002,0.9230769230769231,0.0,0.0,0.0,0.0,0.0
3-Octanol,CCCCCC(O)CC,1,130.231,1,0,5,20.23,-1.98,-2.033,2.3376,0.0,0.0,0.0,0.0,0.0,0.0
Flumetralin,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,1,421.734,0,2,6,89.52,-6.78,-6.584,5.340800000000003,0.42857142857142855,4.0,1.0,0.0,0.0,5.0
